,timestamp,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,machine_status
3666,06-05-2018 15:15,13.65017,16.13136,15.53096,15.11863,42.76931,NORMAL
3667,06-05-2018 15:30,13.5055,16.24711,15.07523,15.08247,40.82802,NORMAL
3668,06-05-2018 15:45,13.5055,16.21094,15.22714,15.11863,42.99023,NORMAL
3669,06-05-2018 16:00,13.62847,16.21094,15.22714,15.08247,42.81146,NORMAL
3670,06-05-2018 16:15,13.5923,16.13136,15.29224,15.08247,41.1006,NORMAL
3671,06-05-2018 16:30,13.49826,16.13136,15.29948,14.97396,38.22408,NORMAL
3672,06-05-2018 16:45,13.62847,16.13136,15.45139,15.01013,37.97292,NORMAL
3673,06-05-2018 17:00,13.62847,16.16753,15.14757,15.08247,44.14788,NORMAL
3674,06-05-2018 17:15,14.09867,16.16753,15.29224,15.0897,47.68377,NORMAL
3676,06-05-2018 17:30,14.06973,16.21094,15.50926,15.16204,40.86803,NORMAL
3677,06-05-2018 17:45,14.13484,16.16753,15.89265,15.01013,39.45515,NORMAL
3678,06-05-2018 18:00,14.03356,16.16753,15.73351,15.11863,47.39793,NORMAL
3679,06-05-2018 18:15,14.19271,16.21094,15.56713,15.0897,49.81913,NORMAL
3680,06-05-2018 18:30,14.09867,16.13136,15.53096,15.11863,40.01398,NORMAL
3681,06-05-2018 18:45,13.59954,16.21094,15.76968,15.11863,37.36708,NORMAL
3682,06-05-2018 19:00,13.56337,16.16753,15.50926,15.11863,42.44165,NORMAL
3683,06-05-2018 19:15,13.56337,16.16753,15.22714,15.08247,37.0481,NORMAL
3684,06-05-2018 19:30,13.65017,16.24711,15.29224,15.05353,36.29182,NORMAL
3685,06-05-2018 19:45,13.68634,16.16753,15.22714,15.11863,35.38787,NORMAL
3686,06-05-2018 20:00,13.614,16.21094,15.14757,15.08247,38.89333,NORMAL
3687,06-05-2018 20:15,13.65017,16.16753,15.29224,15.08247,38.32034,NORMAL
3688,06-05-2018 20:30,13.614,16.21094,14.98843,15.06076,38.29971,NORMAL
3689,06-05-2018 20:45,13.5923,16.24711,14.98843,15.08247,43.30271,NORMAL
3691,06-05-2018 21:00,13.65017,16.21094,14.96672,15.19821,39.17289,NORMAL
3692,06-05-2018 21:15,13.62847,16.21094,14.96672,15.08247,38.9451,NORMAL
3693,06-05-2018 21:30,13.62847,16.24711,15.37182,15.08247,35.50602,NORMAL
3694,06-05-2018 21:45,13.59954,16.21094,15.22714,15.11863,37.53147,NORMAL
3695,06-05-2018 22:00,13.74421,16.0735,15.14757,15.05353,42.63258,NORMAL
3696,06-05-2018 22:15,14.00463,16.21094,15.37182,15.05353,43.11696,NORMAL
3697,06-05-2018 22:30,14.00463,16.13136,15.22714,15.08247,39.40638,NORMAL
3698,06-05-2018 22:45,14.03356,16.13136,15.33565,15.08247,38.95958,NORMAL
3699,06-05-2018 23:00,14.09867,16.13136,14.96672,15.05353,40.36663,NORMAL
3700,06-05-2018 23:15,13.614,16.13136,15.22714,15.08247,45.83269,NORMAL
3701,06-05-2018 23:30,13.55613,16.21094,15.03906,15.05353,36.9724,NORMAL
3702,06-05-2018 23:45,13.68634,16.13136,15.41522,15.11863,36.79372,NORMAL
3703,07-05-2018 00:00,13.38252,16.16753,15.14757,15.16204,40.58226,NORMAL
3704,07-05-2018 00:15,13.34635,16.13136,15.26331,15.16204,47.27856,NORMAL
3706,07-05-2018 00:30,13.35359,16.21094,15.26331,15.05353,42.25634,NORMAL
3707,07-05-2018 00:45,13.28848,16.13136,15.37182,15.08247,38.99724,NORMAL
3708,07-05-2018 01:00,13.12211,16.13136,15.33565,15.11863,36.66359,NORMAL
3709,07-05-2018 01:15,13.09317,15.87095,15.18374,15.05353,41.09183,NORMAL
3710,07-05-2018 01:30,13.12211,15.83478,14.98843,15.16204,37.84169,NORMAL
3711,07-05-2018 01:45,13.06424,15.95775,15.33565,15.19821,38.83286,NORMAL
3712,07-05-2018 02:00,13.14381,15.95052,15.37182,15.08247,42.49493,NORMAL
3713,07-05-2018 02:15,13.12211,15.87095,15.45139,15.08247,48.2192,NORMAL
3714,07-05-2018 02:30,13.12934,15.91435,14.96672,15.08247,39.98925,NORMAL
3715,07-05-2018 02:45,13.17998,15.85648,15.29224,15.01013,45.51259,NORMAL
3716,07-05-2018 03:00,12.99913,15.90712,14.98843,15.11863,40.51251,NORMAL
3717,07-05-2018 03:15,13.057,15.95052,15.18374,15.05353,37.03456,NORMAL
3718,07-05-2018 03:30,13.17274,15.85648,15.07523,15.05353,35.92467,NORMAL
3719,07-05-2018 03:45,13.1004,15.82031,15.33565,15.01013,36.65801,NORMAL
3721,07-05-2018 04:00,13.23061,15.82031,15.18374,15.05353,37.69748,NORMAL
3722,07-05-2018 04:15,13.057,15.91435,15.37182,15.08247,45.36808,NORMAL
3723,07-05-2018 04:30,13.057,15.83478,15.22714,15.05353,50.63203,NORMAL
3724,07-05-2018 04:45,13.17274,15.91435,15.29224,15.05353,45.95267,NORMAL
3725,07-05-2018 05:00,13.057,15.91435,15.14757,15.08247,43.38891,NORMAL
3726,07-05-2018 05:15,13.12211,15.83478,15.37182,15.11863,41.1629,NORMAL
3727,07-05-2018 05:30,13.14381,15.83478,15.22714,15.05353,41.1729,NORMAL
3728,07-05-2018 05:45,13.02807,15.87095,15.03906,15.0897,40.99474,NORMAL
3729,07-05-2018 06:00,13.14381,15.90712,15.22714,15.16204,41.72104,NORMAL
3730,07-05-2018 06:15,13.12211,15.95775,15.03906,15.11863,41.10836,NORMAL
3731,07-05-2018 06:30,13.057,15.87095,15.33565,15.08247,40.29284,NORMAL
3732,07-05-2018 06:45,13.02807,16.00116,15.33565,15.05353,40.33977,NORMAL
3733,07-05-2018 07:00,13.057,15.99392,15.56713,15.08247,43.82267,NORMAL
3734,07-05-2018 07:15,13.34635,15.87095,15.14757,15.0897,39.29701,NORMAL
3736,07-05-2018 07:30,13.31742,16.00116,15.18374,15.08247,47.32739,NORMAL
3737,07-05-2018 07:45,13.31742,16.13136,15.14757,15.08247,44.48229,NORMAL
3738,07-05-2018 08:00,13.32465,16.16753,14.91609,15.05353,41.56792,NORMAL
3739,07-05-2018 08:15,13.23785,16.24711,15.18374,15.05353,39.24565,NORMAL
3740,07-05-2018 08:30,13.32465,16.13136,15.11863,15.11863,37.54552,NORMAL
3741,07-05-2018 08:45,13.38976,16.16753,15.37182,15.08247,38.07703,NORMAL
3742,07-05-2018 09:00,13.32465,16.16753,15.22714,15.05353,37.91814,NORMAL
3743,07-05-2018 09:15,13.23785,16.16753,15.33565,15.12587,42.50539,NORMAL
3744,07-05-2018 09:30,13.59954,16.24711,15.22714,15.05353,40.32102,NORMAL
3745,07-05-2018 09:45,13.62847,16.21094,15.07523,15.11863,39.49398,NORMAL
3746,07-05-2018 10:00,13.53443,16.13136,15.49479,15.16204,48.6452,NORMAL
3747,07-05-2018 10:15,13.614,16.21094,15.53096,15.11863,40.65047,NORMAL
3748,07-05-2018 10:30,13.62847,16.16753,15.37182,15.08247,47.61696,NORMAL
3749,07-05-2018 10:45,14.00463,16.21094,15.29224,15.05353,44.39314,NORMAL
3751,07-05-2018 11:00,14.09867,16.0735,15.37182,15.08247,44.37431,NORMAL
3752,07-05-2018 11:15,14.13484,16.16753,15.69734,15.16204,38.96809,NORMAL
3753,07-05-2018 11:30,13.56337,16.21094,15.56713,15.08247,33.98583,NORMAL
3754,07-05-2018 11:45,13.5923,15.6684,15.26331,15.11863,36.8979,NORMAL
3755,07-05-2018 12:00,13.62847,15.66117,15.33565,15.05353,36.97123,NORMAL
3756,07-05-2018 12:15,13.5923,15.66117,15.22714,15.05353,40.78118,NORMAL
3757,07-05-2018 12:30,13.59954,15.66117,15.07523,15.20544,39.68298,NORMAL
3758,07-05-2018 12:45,13.53443,15.625,15.26331,15.05353,38.56669,NORMAL
3759,07-05-2018 13:00,13.65017,15.63223,15.18374,15.08247,40.19911,NORMAL
3760,07-05-2018 13:15,13.64294,15.63223,15.14757,15.11863,40.29965,NORMAL
3761,07-05-2018 13:30,13.5272,15.74797,15.22714,15.08247,40.65226,NORMAL
3762,07-05-2018 13:45,13.56337,15.6684,14.96672,15.05353,40.03559,NORMAL
3763,07-05-2018 14:00,13.59954,15.625,14.98843,15.11863,38.09708,NORMAL
3764,07-05-2018 14:15,13.56337,15.625,15.03906,15.11863,38.20063,NORMAL
3766,07-05-2018 14:30,13.55613,15.66117,15.29224,15.08247,49.2794,NORMAL
3767,07-05-2018 14:45,13.67911,15.6684,15.33565,15.0897,39.87516,NORMAL
3768,07-05-2018 15:00,13.62847,15.6684,15.22714,15.11863,39.08821,NORMAL
3769,07-05-2018 15:15,13.56337,15.6684,15.18374,15.08247,43.98415,NORMAL
3770,07-05-2018 15:30,13.5923,15.6684,15.18374,15.11863,42.76206,NORMAL
3771,07-05-2018 15:45,13.68634,15.6684,15.14757,15.01013,40.34481,NORMAL
3772,07-05-2018 16:00,13.53443,15.625,14.98843,15.05353,37.43027,NORMAL
3773,07-05-2018 16:15,13.53443,15.6684,15.14757,15.08247,38.72812,NORMAL
3774,07-05-2018 16:30,13.60677,15.66117,15.07523,15.05353,42.04071,NORMAL
3775,07-05-2018 16:45,13.59954,15.625,15.34288,15.08247,46.56422,NORMAL
3776,07-05-2018 17:00,14.06973,15.58883,15.07523,15.0897,46.8964,NORMAL
3777,07-05-2018 17:15,14.13484,16.21094,15.77691,15.08247,44.88545,NORMAL
3778,07-05-2018 17:30,14.09867,16.21094,15.49479,15.05353,42.87532,NORMAL
3779,07-05-2018 17:45,14.06973,16.16753,15.82031,15.16204,37.16219,NORMAL
3781,07-05-2018 18:00,14.09867,16.21094,15.85648,15.06076,36.35207,NORMAL
3782,07-05-2018 18:15,14.09867,16.16753,15.66117,15.05353,37.48853,NORMAL
3783,07-05-2018 18:30,14.06973,16.21094,15.625,15.05353,38.73569,NORMAL
3784,07-05-2018 18:45,14.06973,16.13136,15.45862,15.05353,37.63563,NORMAL
3785,07-05-2018 19:00,14.06973,16.13136,15.53096,15.08247,38.44475,NORMAL
3786,07-05-2018 19:15,13.53443,15.78414,15.82031,15.05353,37.61035,NORMAL
3787,07-05-2018 19:30,13.59954,15.70457,15.70457,15.05353,37.24632,NORMAL
3788,07-05-2018 19:45,13.5923,15.58883,15.53096,15.05353,38.40445,NORMAL
3789,07-05-2018 20:00,13.59954,15.71181,15.65393,15.05353,39.4272,NORMAL
3790,07-05-2018 20:15,13.59954,15.6684,15.65393,15.08247,40.60555,NORMAL
3791,07-05-2018 20:30,13.56337,15.6684,15.69734,15.05353,42.2784,NORMAL
3792,07-05-2018 20:45,13.59954,15.66117,15.76968,15.11863,42.76467,NORMAL
3793,07-05-2018 21:00,13.55613,15.6684,15.61777,15.05353,42.79512,NORMAL
3794,07-05-2018 21:15,13.53443,15.625,15.73351,15.01013,40.98062,NORMAL
3796,07-05-2018 21:30,13.55613,15.74074,15.77691,15.11863,39.35518,NORMAL
3797,07-05-2018 21:45,13.59954,15.71181,15.53096,15.05353,41.49038,NORMAL
3798,07-05-2018 22:00,13.56337,15.74074,15.81308,15.01013,39.94182,NORMAL
3799,07-05-2018 22:15,13.62847,15.6684,15.53096,15.16204,39.87695,NORMAL
3800,07-05-2018 22:30,13.59954,15.625,15.73351,15.08247,39.1563,NORMAL
3801,07-05-2018 22:45,13.64294,15.66117,15.82031,15.08247,41.94501,NORMAL
3802,07-05-2018 23:00,13.66464,15.63223,15.69734,15.05353,43.20643,NORMAL
3803,07-05-2018 23:15,13.59954,15.66117,15.81308,15.11863,37.76803,NORMAL
3804,07-05-2018 23:30,13.56337,15.625,15.99392,15.05353,35.25645,NORMAL
3805,07-05-2018 23:45,13.49826,15.63223,15.18374,15.11863,36.7851,NORMAL
3806,08-05-2018 00:00,13.1004,16.16753,15.22714,15.05353,40.67803,NORMAL
3807,08-05-2018 00:15,13.02807,16.39178,15.07523,15.05353,39.43309,NORMAL
3808,08-05-2018 00:30,13.1004,16.42795,15.11863,15.11863,39.60033,NORMAL
3809,08-05-2018 00:45,13.12211,16.39178,15.14757,14.93056,41.9425,NORMAL
3811,08-05-2018 01:00,13.12934,16.34115,15.07523,14.86545,38.9937,NORMAL
3812,08-05-2018 01:15,13.12211,16.39178,15.18374,14.85822,41.64818,NORMAL
3813,08-05-2018 01:30,13.12211,16.47135,14.96672,14.85822,40.14384,NORMAL
3814,08-05-2018 01:45,13.06424,16.47135,15.45139,14.82205,45.46834,NORMAL
3815,08-05-2018 02:00,13.057,16.34115,15.07523,14.79311,42.23216,NORMAL
3816,08-05-2018 02:15,12.99913,16.42795,15.26331,14.85822,42.79408,NORMAL
3817,08-05-2018 02:30,13.12934,16.42795,15.22714,14.82205,40.39767,NORMAL
3818,08-05-2018 02:45,13.02807,16.39178,15.22714,14.90162,44.49406,NORMAL
3819,08-05-2018 03:00,13.057,16.34115,14.87992,14.82205,46.03325,NORMAL
3820,08-05-2018 03:15,13.057,16.30498,15.29224,14.79311,43.23275,NORMAL
3821,08-05-2018 03:30,13.20168,16.42795,15.41522,14.82205,41.99971,NORMAL
3822,08-05-2018 03:45,13.09317,16.52199,15.26331,14.79311,43.0267,NORMAL
3823,08-05-2018 04:00,13.09317,16.39178,15.29224,14.79311,41.62934,NORMAL
3824,08-05-2018 04:15,13.17274,16.42795,15.07523,14.85822,39.87926,NORMAL
3826,08-05-2018 04:30,13.17274,16.39178,15.14757,14.82205,42.58205,NORMAL
3827,08-05-2018 04:45,13.09317,16.34115,15.22714,14.82205,44.4302,NORMAL
3828,08-05-2018 05:00,13.09317,16.39178,15.11863,14.74971,43.45049,NORMAL
3829,08-05-2018 05:15,13.12211,16.39178,15.26331,14.85822,40.98888,NORMAL
3830,08-05-2018 05:30,13.14381,16.47135,15.14757,14.74971,42.34542,NORMAL
3831,08-05-2018 05:45,13.057,15.91435,15.11863,14.90162,43.16943,NORMAL
3832,08-05-2018 06:00,13.057,16.00116,15.33565,14.85822,44.38255,NORMAL
3833,08-05-2018 06:15,13.02807,15.87095,15.07523,14.85822,42.98767,NORMAL
3834,08-05-2018 06:30,13.02807,15.95775,14.98843,14.90162,44.0728,NORMAL
3835,08-05-2018 06:45,13.44763,15.85648,15.18374,14.82205,51.9287,NORMAL
3836,08-05-2018 07:00,13.057,15.91435,14.80758,14.82205,44.51266,NORMAL
3837,08-05-2018 07:15,13.06424,16.00116,15.33565,15.01013,42.55518,NORMAL
3838,08-05-2018 07:30,13.20891,16.00116,15.22714,15.16204,44.30841,NORMAL
3839,08-05-2018 07:45,12.97743,15.95775,15.41522,15.16204,41.6833,NORMAL
3841,08-05-2018 08:00,13.17274,15.87095,15.29224,15.11863,41.74499,NORMAL
3842,08-05-2018 08:15,13.09317,15.66117,15.37182,15.05353,43.0608,NORMAL
3843,08-05-2018 08:30,13.17274,15.625,15.85648,15.05353,44.47964,NORMAL
3844,08-05-2018 08:45,13.12934,15.66117,15.37905,15.06076,43.87605,NORMAL
3845,08-05-2018 09:00,13.14381,15.74797,15.41522,15.01013,46.71638,NORMAL
3846,08-05-2018 09:15,13.12211,15.63223,15.45139,15.05353,43.7492,NORMAL
3847,08-05-2018 09:30,13.09317,15.63223,15.23438,15.16927,43.86009,NORMAL
3848,08-05-2018 09:45,13.06424,15.71181,15.18374,15.08247,43.62037,NORMAL
3849,08-05-2018 10:00,13.12934,15.5816,15.07523,15.05353,41.67509,NORMAL
3850,08-05-2018 10:15,13.49826,15.74797,15.07523,15.06076,42.83132,NORMAL
3851,08-05-2018 10:30,13.62847,15.63223,14.96672,15.11863,45.0303,NORMAL
3852,08-05-2018 10:45,13.5055,15.71181,15.29224,15.08247,42.90175,NORMAL
3853,08-05-2018 11:00,13.74421,15.63223,15.45862,15.16204,49.28392,NORMAL
3854,08-05-2018 11:15,13.62847,15.66117,15.03906,15.08247,44.58347,NORMAL
3856,08-05-2018 11:30,13.65017,15.66117,15.11863,15.08247,54.50547,NORMAL
3857,08-05-2018 11:45,13.65017,16.16753,15.53096,15.11863,46.25574,NORMAL
3858,08-05-2018 12:00,13.53443,16.21094,15.76968,15.01013,47.38598,NORMAL
3859,08-05-2018 12:15,13.62847,16.16753,15.49479,15.11863,44.90784,NORMAL
3860,08-05-2018 12:30,13.56337,16.16753,15.5816,15.01013,42.60408,NORMAL
3861,08-05-2018 12:45,13.59954,16.0735,15.73351,15.14757,42.8346,NORMAL
3862,08-05-2018 13:00,13.55613,15.5816,15.90712,15.06076,40.86016,NORMAL
3863,08-05-2018 13:15,13.56337,16.16753,15.69734,15.05353,44.68478,NORMAL
3864,08-05-2018 13:30,13.62847,16.13136,15.70457,15.08247,41.695,NORMAL
3865,08-05-2018 13:45,13.57784,16.16753,15.82031,15.01736,40.2289,NORMAL
3866,08-05-2018 14:00,13.59954,16.16753,15.45139,15.08247,39.83513,NORMAL
3867,08-05-2018 14:15,13.5923,16.21094,15.49479,15.05353,39.17001,NORMAL
3868,08-05-2018 14:30,13.65017,16.21094,15.66117,15.08247,39.77822,NORMAL
3869,08-05-2018 14:45,13.65017,16.13136,15.45139,15.06076,40.56172,NORMAL
3871,08-05-2018 15:00,13.62847,15.70457,15.41522,15.12587,42.99886,NORMAL
3872,08-05-2018 15:15,13.56337,15.6684,15.11863,15.05353,39.53203,NORMAL
3873,08-05-2018 15:30,13.5923,15.6684,15.18374,15.0897,40.84835,NORMAL
3874,08-05-2018 15:45,13.70804,15.63223,15.49479,15.05353,38.63907,NORMAL
3875,08-05-2018 16:00,13.06424,16.21094,14.98843,15.08247,38.19184,NORMAL
3876,08-05-2018 16:15,12.97743,16.13136,15.22714,15.08247,38.13527,NORMAL
3877,08-05-2018 16:30,13.14381,16.0735,15.03906,15.11863,42.42803,NORMAL
3878,08-05-2018 16:45,13.38252,16.0735,15.26331,15.12587,39.11991,NORMAL
3879,08-05-2018 17:00,13.32465,16.0735,15.27054,15.05353,38.74494,NORMAL
3880,08-05-2018 17:15,13.38252,16.13136,15.07523,15.11863,43.02404,NORMAL
3881,08-05-2018 17:30,13.31742,16.16753,15.18374,14.85822,41.45813,NORMAL
3882,08-05-2018 17:45,13.38976,16.0735,15.29224,14.90162,42.41902,NORMAL
3883,08-05-2018 18:00,13.34635,16.21094,15.18374,14.82205,43.39652,NORMAL
3884,08-05-2018 18:15,13.23061,16.13136,15.26331,14.82205,42.66585,NORMAL
3886,08-05-2018 18:30,13.28848,16.47135,15.11863,15.11863,50.319,NORMAL
3887,08-05-2018 18:45,13.35359,16.21094,15.53096,15.01013,46.1714,NORMAL
3888,08-05-2018 19:00,13.44763,16.16753,15.26331,15.12587,44.48364,NORMAL
3889,08-05-2018 19:15,13.31742,16.21094,15.07523,15.11863,43.17751,NORMAL
3890,08-05-2018 19:30,13.31742,16.16753,15.18374,15.11863,40.3362,NORMAL
3891,08-05-2018 19:45,13.31742,16.13136,15.26331,15.12587,43.71233,NORMAL
3892,08-05-2018 20:00,13.46933,16.13136,14.91609,15.05353,42.22198,NORMAL
3893,08-05-2018 20:15,13.31742,16.21094,15.22714,14.79311,41.18316,NORMAL
3894,08-05-2018 20:30,13.25231,16.21094,15.03906,14.90162,43.491,NORMAL
3895,08-05-2018 20:45,13.38252,16.13136,14.98843,14.79311,43.54331,NORMAL
3896,08-05-2018 21:00,13.31742,16.16753,15.07523,14.79311,46.46288,NORMAL
3897,08-05-2018 21:15,13.34635,16.13136,15.14757,14.85822,44.63914,NORMAL
3898,08-05-2018 21:30,13.28848,16.21094,15.22714,14.90162,42.3003,NORMAL
3899,08-05-2018 21:45,13.38252,16.16753,15.18374,14.82205,40.36494,NORMAL
3901,08-05-2018 22:00,13.31742,16.16753,15.07523,14.82205,44.90539,NORMAL
3902,08-05-2018 22:15,13.35359,16.16753,15.11863,14.82205,45.21824,NORMAL
3903,08-05-2018 22:30,13.31742,16.30498,15.18374,14.90162,41.84645,NORMAL
3904,08-05-2018 22:45,13.28848,16.13136,15.29224,14.90162,41.3684,NORMAL
3905,08-05-2018 23:00,13.28848,16.13136,15.14757,14.82205,42.8119,NORMAL
3906,08-05-2018 23:15,13.34635,16.21094,15.37182,14.79311,44.46959,NORMAL
3907,08-05-2018 23:30,13.28848,16.0735,14.96672,14.79311,41.92491,NORMAL
3908,08-05-2018 23:45,13.34635,16.21094,14.98843,14.79311,39.53003,NORMAL
3909,09-05-2018 00:00,13.31742,16.13136,14.91609,14.90162,42.35599,NORMAL
3910,09-05-2018 00:15,13.28848,16.16753,15.29224,14.85822,42.39231,NORMAL
3911,09-05-2018 00:30,13.20168,16.21094,15.07523,14.82205,41.24125,NORMAL
3912,09-05-2018 00:45,13.38252,16.21094,15.18374,14.85822,44.8086,NORMAL
3913,09-05-2018 01:00,13.28848,16.16753,14.87992,14.79311,41.72703,NORMAL
3914,09-05-2018 01:15,13.23785,16.21094,15.26331,14.82205,39.90928,NORMAL
3916,09-05-2018 01:30,13.30295,16.21094,15.18374,14.85822,42.67126,NORMAL
3917,09-05-2018 01:45,13.38976,16.0735,15.03906,14.79311,40.28752,NORMAL
3918,09-05-2018 02:00,13.23785,16.24711,15.56713,14.82205,41.60738,NORMAL
3919,09-05-2018 02:15,13.26678,16.21094,15.18374,14.86545,44.89027,NORMAL
3920,09-05-2018 02:30,13.32465,16.13136,15.22714,14.82205,41.12698,NORMAL
3921,09-05-2018 02:45,13.35359,16.13136,15.33565,14.79311,44.23127,NORMAL
3922,09-05-2018 03:00,13.32465,16.21094,15.22714,14.82205,40.4506,NORMAL
3923,09-05-2018 03:15,13.25231,16.13136,15.29224,14.85822,41.17753,NORMAL
3924,09-05-2018 03:30,13.38252,16.21094,15.22714,14.79311,42.49454,NORMAL
3925,09-05-2018 03:45,13.28848,16.24711,15.5816,14.82205,40.3896,NORMAL
3926,09-05-2018 04:00,13.30295,16.16753,14.98843,14.85822,40.87738,NORMAL
3927,09-05-2018 04:15,13.43316,16.13136,15.53096,14.82205,44.06897,NORMAL
3928,09-05-2018 04:30,13.41146,16.0735,15.14757,14.82205,39.86542,NORMAL
3929,09-05-2018 04:45,13.34635,16.30498,15.29224,14.90162,41.11115,NORMAL
3931,09-05-2018 05:00,13.38252,16.16753,15.18374,14.90162,43.46751,NORMAL
3932,09-05-2018 05:15,13.49826,16.16753,15.11863,14.82205,43.78474,NORMAL
3933,09-05-2018 05:30,13.38252,16.16753,15.11863,14.85822,45.41521,NORMAL
3934,09-05-2018 05:45,13.28848,16.16753,14.96672,14.82205,41.79352,NORMAL
3935,09-05-2018 06:00,13.38252,16.0735,15.11863,14.85822,39.73532,NORMAL
3936,09-05-2018 06:15,13.38252,16.16753,14.98843,14.79311,40.46304,NORMAL
3937,09-05-2018 06:30,13.31742,16.13136,15.11863,14.85822,38.39511,NORMAL
3938,09-05-2018 06:45,13.38252,16.16753,15.22714,14.86545,36.30825,NORMAL
3939,09-05-2018 07:00,13.23061,16.16753,15.07523,14.82205,40.39698,NORMAL
3940,09-05-2018 07:15,13.32465,16.0735,14.96672,14.85822,38.22754,NORMAL
3941,09-05-2018 07:30,14.67737,17.13686,16.55816,15.63223,37.60523,NORMAL
3942,09-05-2018 07:45,14.5761,17.1224,16.82581,15.59606,39.7265,NORMAL
3943,09-05-2018 08:00,14.67737,17.2309,16.78241,15.5599,37.9731,NORMAL
3944,09-05-2018 08:15,14.64844,17.17303,16.86921,15.58883,37.55612,NORMAL
3946,09-05-2018 08:30,14.60503,17.13686,16.86921,15.63223,39.16051,NORMAL
3947,09-05-2018 08:45,14.65567,17.13686,16.50752,15.59606,38.21919,NORMAL
3948,09-05-2018 09:00,14.5761,17.17303,16.38455,15.58883,37.26352,NORMAL
3949,09-05-2018 09:15,14.50376,17.17303,16.42072,15.55266,45.53318,NORMAL
3950,09-05-2018 09:30,14.72078,17.1224,16.32668,15.6684,40.92414,NORMAL
3951,09-05-2018 09:45,14.67737,17.13686,16.78241,15.63947,37.34236,NORMAL
3952,09-05-2018 10:00,14.5761,17.1224,16.46412,15.63223,39.97011,NORMAL
3953,09-05-2018 10:15,14.50376,17.13686,16.68837,15.55266,40.58426,NORMAL
3954,09-05-2018 10:30,14.60503,17.1224,17.02836,15.5599,40.85117,NORMAL
3955,09-05-2018 10:45,14.53993,17.22367,16.82581,15.55266,39.15595,NORMAL
3956,09-05-2018 11:00,14.53993,17.26707,16.46412,15.59606,36.54206,NORMAL
3957,09-05-2018 11:15,14.60503,17.1224,16.82581,15.59606,35.74728,NORMAL
3958,09-05-2018 11:30,14.50376,17.18027,16.46412,15.58883,38.74495,NORMAL
3959,09-05-2018 11:45,14.5761,17.22367,16.60156,15.6684,40.11969,NORMAL
3961,09-05-2018 12:00,14.50376,17.18027,16.64496,15.58883,39.3084,NORMAL
3962,09-05-2018 12:15,14.60503,17.07899,16.78241,15.59606,38.60488,NORMAL
3963,09-05-2018 12:30,14.53993,17.17303,16.91985,15.59606,38.81055,NORMAL
3964,09-05-2018 12:45,14.5761,17.18027,16.46412,15.58883,37.41014,NORMAL
3965,09-05-2018 13:00,14.09867,17.1224,16.68837,15.55266,41.37133,NORMAL
3966,09-05-2018 13:15,14.06973,17.17303,16.46412,15.59606,40.26739,NORMAL
3967,09-05-2018 13:30,14.17101,16.6088,16.55816,15.55266,39.68073,NORMAL
3968,09-05-2018 13:45,14.17101,16.70284,16.60156,15.58883,40.17807,NORMAL
3969,09-05-2018 14:00,14.06973,16.6522,16.68837,15.51649,37.72823,NORMAL
3970,09-05-2018 14:15,14.09867,16.70284,16.74624,15.50926,38.08871,NORMAL
3971,09-05-2018 14:30,14.09867,16.71007,16.60156,15.59606,37.71038,NORMAL
3972,09-05-2018 14:45,13.78038,16.39178,16.50752,15.58883,38.53901,NORMAL
3973,09-05-2018 15:00,13.88165,16.47135,16.2037,15.63223,40.44458,NORMAL
3974,09-05-2018 15:15,13.89612,16.38455,16.03009,15.55266,38.8307,NORMAL
3976,09-05-2018 15:30,13.78038,16.16753,15.82031,15.58883,43.3229,NORMAL
3977,09-05-2018 15:45,13.80932,16.13136,15.82031,15.59606,40.05249,NORMAL
3978,09-05-2018 16:00,13.80932,16.13136,15.74074,15.63947,40.62831,NORMAL
3979,09-05-2018 16:15,13.88165,16.16753,15.625,15.5599,47.40788,NORMAL
3980,09-05-2018 16:30,13.84549,16.13136,15.94329,15.50926,38.54793,NORMAL
3981,09-05-2018 16:45,13.96846,16.21094,15.77691,15.58883,39.84108,NORMAL
3982,09-05-2018 17:00,13.80932,16.16753,15.77691,15.58883,39.57209,NORMAL
3983,09-05-2018 17:15,13.53443,16.16753,15.98669,15.59606,40.2219,NORMAL
3984,09-05-2018 17:30,13.49826,16.13136,15.98669,15.63947,46.84812,NORMAL
3985,09-05-2018 17:45,13.65017,16.16753,15.95052,15.63223,55.94616,NORMAL
3986,09-05-2018 18:00,14.00463,16.70284,16.38455,15.59606,54.08298,NORMAL
3987,09-05-2018 18:15,14.24334,16.6088,16.2037,15.63947,45.13503,NORMAL
3988,09-05-2018 18:30,14.13484,16.75347,16.29051,15.59606,40.64511,NORMAL
3989,09-05-2018 18:45,13.53443,16.76071,16.12413,15.55266,41.03823,NORMAL
3991,09-05-2018 19:00,13.5055,16.13136,15.73351,15.05353,42.9208,NORMAL
3992,09-05-2018 19:15,13.59954,16.21094,15.56713,15.08247,41.07753,NORMAL
3993,09-05-2018 19:30,13.56337,16.16753,15.625,15.11863,42.71896,NORMAL
3994,09-05-2018 19:45,13.59954,16.16753,15.61777,15.08247,43.84995,NORMAL
3995,09-05-2018 20:00,13.62847,16.16753,15.73351,15.08247,42.10291,NORMAL
3996,09-05-2018 20:15,13.59954,16.0735,15.49479,15.11863,43.01372,NORMAL
3997,09-05-2018 20:30,13.59954,16.16753,15.65393,15.05353,41.30566,NORMAL
